Year,Region,School,School_Key,School Level,grade_level_id,subgroup,Measure_Code,Measure_Name,Essential,Respondent_Type,Score
2026,Unassigned,,NAN,,,IEP,pres,Academic Press,Ambitious Instruction,Student,27
2026,Unassigned,,NAN,,,Non-IEP,pres,Academic Press,Ambitious Instruction,Student,25
2026,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,1,,All,pres,Academic Press,Ambitious Instruction,Student,45
2026,Unassigned,,NAN,,,Boys,pres,Academic Press,Ambitious Instruction,Student,49
2026,Unassigned,,NAN,,,Girls,pres,Academic Press,Ambitious Instruction,Student,42
2026,Unassigned,,NAN,,,4th Graders,pres,Academic Press,Ambitious Instruction,Student,64
2026,Unassigned,,NAN,,,5th Graders,pres,Academic Press,Ambitious Instruction,Student,67
2026,Unassigned,,NAN,,,6th Graders,pres,Academic Press,Ambitious Instruction,Student,27
2026,Unassigned,,NAN,,,8th Graders,pres,Academic Press,Ambitious Instruction,Student,20
2026,Unassigned,,NAN,,,Black/African Am,pres,Academic Press,Ambitious Instruction,Student,46
2026,Unassigned,,NAN,,,ELL,pres,Academic Press,Ambitious Instruction,Student,41
2026,Unassigned,,NAN,,,Non-ELL,pres,Academic Press,Ambitious Instruction,Student,52
2026,Unassigned,,NAN,,,FRL,pres,Academic Press,Ambitious Instruction,Student,51
2026,Unassigned,,NAN,,,Non-FRL,pres,Academic Press,Ambitious Instruction,Student,39
2026,Unassigned,,NAN,,,Non-IEP,pres,Academic Press,Ambitious Instruction,Student,45
2026,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,1,,All,pres,Academic Press,Ambitious Instruction,Student,32
2026,Unassigned,,NAN,,,Boys,pres,Academic Press,Ambitious Instruction,Student,34
2026,Unassigned,,NAN,,,Girls,pres,Academic Press,Ambitious Instruction,Student,31
2026,Unassigned,,NAN,,,4th Graders,pres,Academic Press,Ambitious Instruction,Student,63
2026,Unassigned,,NAN,,,5th Graders,pres,Academic Press,Ambitious Instruction,Student,31
2026,Unassigned,,NAN,,,6th Graders,pres,Academic Press,Ambitious Instruction,Student,38
2026,Unassigned,,NAN,,,7th Graders,pres,Academic Press,Ambitious Instruction,Student,26
2026,Unassigned,,NAN,,,8th Graders,pres,Academic Press,Ambitious Instruction,Student,31
2026,Unassigned,,NAN,,,9th Graders,pres,Academic Press,Ambitious Instruction,Student,24
2026,Unassigned,,NAN,,,10th Graders,pres,Academic Press,Ambitious Instruction,Student,24
2026,Unassigned,,NAN,,,11th Graders,pres,Academic Press,Ambitious Instruction,Student,19
2026,Unassigned,,NAN,,,12th Graders,pres,Academic Press,Ambitious Instruction,Student,49
2026,Unassigned,,NAN,,,Black/African Am,pres,Academic Press,Ambitious Instruction,Student,34
2026,Unassigned,,NAN,,,ELL,pres,Academic Press,Ambitious Instruction,Student,34
2026,Unassigned,,NAN,,,Non-ELL,pres,Academic Press,Ambitious Instruction,Student,30
2026,Unassigned,,NAN,,,FRL,pres,Academic Press,Ambitious Instruction,Student,52
2026,Unassigned,,NAN,,,Non-FRL,pres,Academic Press,Ambitious Instruction,Student,32
2026,Unassigned,,NAN,,,IEP,pres,Academic Press,Ambitious Instruction,Student,14
2026,Unassigned,,NAN,,,Non-IEP,pres,Academic Press,Ambitious Instruction,Student,34
2026,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,1,,All,pres,Academic Press,Ambitious Instruction,Student,34
2026,Unassigned,,NAN,,,Boys,pres,Academic Press,Ambitious Instruction,Student,41
2026,Unassigned,,NAN,,,Girls,pres,Academic Press,Ambitious Instruction,Student,28
2026,Unassigned,,NAN,,,4th Graders,pres,Academic Press,Ambitious Instruction,Student,44
2026,Unassigned,,NAN,,,5th Graders,pres,Academic Press,Ambitious Instruction,Student,45
2026,Unassigned,,NAN,,,6th Graders,pres,Academic Press,Ambitious Instruction,Student,38
2026,Unassigned,,NAN,,,7th Graders,pres,Academic Press,Ambitious Instruction,Student,22
2026,Unassigned,,NAN,,,8th Graders,pres,Academic Press,Ambitious Instruction,Student,29
2026,Unassigned,,NAN,,,Black/African Am,pres,Academic Press,Ambitious Instruction,Student,36
2026,Unassigned,,NAN,,,Non-ELL,pres,Academic Press,Ambitious Instruction,Student,35
2026,Unassigned,,NAN,,,FRL,pres,Academic Press,Ambitious Instruction,Student,34
2026,Unassigned,,NAN,,,Non-FRL,pres,Academic Press,Ambitious Instruction,Student,35
2026,Unassigned,,NAN,,,IEP,pres,Academic Press,Ambitious Instruction,Student,23
2026,Unassigned,,NAN,,,Non-IEP,pres,Academic Press,Ambitious Instruction,Student,37
2026,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,2,,All,pres,Academic Press,Ambitious Instruction,Student,47
2026,Unassigned,,NAN,,,Boys,pres,Academic Press,Ambitious Instruction,Student,47
2026,Unassigned,,NAN,,,Girls,pres,Academic Press,Ambitious Instruction,Student,47
2026,Unassigned,,NAN,,,9th Graders,pres,Academic Press,Ambitious Instruction,Student,36
2026,Unassigned,,NAN,,,10th Graders,pres,Academic Press,Ambitious Instruction,Student,61
2026,Unassigned,,NAN,,,11th Graders,pres,Academic Press,Ambitious Instruction,Student,58
2026,Unassigned,,NAN,,,12th Graders,pres,Academic Press,Ambitious Instruction,Student,39
2026,Unassigned,,NAN,,,Black/African Am,pres,Academic Press,Ambitious Instruction,Student,48
2026,Unassigned,,NAN,,,Non-ELL,pres,Academic Press,Ambitious Instruction,Student,47
2026,Unassigned,,NAN,,,FRL,pres,Academic Press,Ambitious Instruction,Student,49
2026,Unassigned,,NAN,,,Non-FRL,pres,Academic Press,Ambitious Instruction,Student,43
2026,Unassigned,,NAN,,,IEP,pres,Academic Press,Ambitious Instruction,Student,29
2026,Unassigned,,NAN,,,Non-IEP,pres,Academic Press,Ambitious Instruction,Student,50
2026,NO,Horizon Science Academy - Cleveland Elementary,HORIZON SCIENCE ACADEMY CLEVELAND ELEMENTARY,1,,All,pres,Academic Press,Ambitious Instruction,Student,28
2026,Unassigned,,NAN,,,Boys,pres,Academic Press,Ambitious Instruction,Student,30
2026,Unassigned,,NAN,,,Girls,pres,Academic Press,Ambitious Instruction,Student,26
2026,Unassigned,,NAN,,,4th Graders,pres,Academic Press,Ambitious Instruction,Student,24
2026,Unassigned,,NAN,,,5th Graders,pres,Academic Press,Ambitious Instruction,Student,39
2026,Unassigned,,NAN,,,6th Graders,pres,Academic Press,Ambitious Instruction,Student,16
2026,Unassigned,,NAN,,,7th Graders,pres,Academic Press,Ambitious Instruction,Student,32
2026,Unassigned,,NAN,,,8th Graders,pres,Academic Press,Ambitious Instruction,Student,20
2026,Unassigned,,NAN,,,Black/African Am,pres,Academic Press,Ambitious Instruction,Student,28
2026,Unassigned,,NAN,,,Non-ELL,pres,Academic Press,Ambitious Instruction,Student,28
2026,Unassigned,,NAN,,,FRL,pres,Academic Press,Ambitious Instruction,Student,27
2026,Unassigned,,NAN,,,Non-FRL,pres,Academic Press,Ambitious Instruction,Student,29
2026,Unassigned,,NAN,,,Non-IEP,pres,Academic Press,Ambitious Instruction,Student,28
2026,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,8,,All,pres,Academic Press,Ambitious Instruction,Student,43
2026,Unassigned,,NAN,,,Boys,pres,Academic Press,Ambitious Instruction,Student,42
2026,Unassigned,,NAN,,,Girls,pres,Academic Press,Ambitious Instruction,Student,44
2026,Unassigned,,NAN,,,4th Graders,pres,Academic Press,Ambitious Instruction,Student,48
2026,Unassigned,,NAN,,,5th Graders,pres,Academic Press,Ambitious Instruction,Student,37
2026,Unassigned,,NAN,,,Black/African Am,pres,Academic Press,Ambitious Instruction,Student,44
2026,Unassigned,,NAN,,,Latino,pres,Academic Press,Ambitious Instruction,Student,33
2026,Unassigned,,NAN,,,Two or more,pres,Academic Press,Ambitious Instruction,Student,48
2026,Unassigned,,NAN,,,ELL,pres,Academic Press,Ambitious Instruction,Student,48
2026,Unassigned,,NAN,,,Non-ELL,pres,Academic Press,Ambitious Instruction,Student,42
2026,Unassigned,,NAN,,,FRL,pres,Academic Press,Ambitious Instruction,Student,45
2026,Unassigned,,NAN,,,Non-FRL,pres,Academic Press,Ambitious Instruction,Student,35
2026,Unassigned,,NAN,,,IEP,pres,Academic Press,Ambitious Instruction,Student,26
2026,Unassigned,,NAN,,,Non-IEP,pres,Academic Press,Ambitious Instruction,Student,44
2026,Columbus,Horizon Science Academy - Columbus High Morse,HORIZON SCIENCE ACADEMY COLUMBUS HIGH MORSE,2,,All,pres,Academic Press,Ambitious Instruction,Student,45
2026,Unassigned,,NAN,,,Boys,pres,Academic Press,Ambitious Instruction,Student,50
2026,Unassigned,,NAN,,,Girls,pres,Academic Press,Ambitious Instruction,Student,39
2026,Unassigned,,NAN,,,9th Graders,pres,Academic Press,Ambitious Instruction,Student,49
2026,Unassigned,,NAN,,,10th Graders,pres,Academic Press,Ambitious Instruction,Student,41
2026,Unassigned,,NAN,,,Black/African Am,pres,Academic Press,Ambitious Instruction,Student,45
2026,Unassigned,,NAN,,,Latino,pres,Academic Press,Ambitious Instruction,Student,37
2026,Unassigned,,NAN,,,Two or more,pres,Academic Press,Ambitious Instruction,Student,63
2026,Unassigned,,NAN,,,ELL,pres,Academic Press,Ambitious Instruction,Student,49
2026,Unassigned,,NAN,,,Non-ELL,pres,Academic Press,Ambitious Instruction,Student,43
2026,Unassigned,,NAN,,,FRL,pres,Academic Press,Ambitious Instruction,Student,44
2026,Unassigned,,NAN,,,Non-FRL,pres,Academic Press,Ambitious Instruction,Student,46
2026,Unassigned,,NAN,,,IEP,pres,Academic Press,Ambitious Instruction,Student,53
2026,Unassigned,,NAN,,,Non-IEP,pres,Academic Press,Ambitious Instruction,Student,44
2026,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,9,,All,pres,Academic Press,Ambitious Instruction,Student,34
2026,Unassigned,,NAN,,,Boys,pres,Academic Press,Ambitious Instruction,Student,29
2026,Unassigned,,NAN,,,Girls,pres,Academic Press,Ambitious Instruction,Student,39
2026,Unassigned,,NAN,,,6th Graders,pres,Academic Press,Ambitious Instruction,Student,37
2026,Unassigned,,NAN,,,7th Graders,pres,Academic Press,Ambitious Instruction,Student,36
2026,Unassigned,,NAN,,,8th Graders,pres,Academic Press,Ambitious Instruction,Student,30
2026,Unassigned,,NAN,,,Black/African Am,pres,Academic Press,Ambitious Instruction,Student,37
2026,Unassigned,,NAN,,,Latino,pres,Academic Press,Ambitious Instruction,Student,14
2026,Unassigned,,NAN,,,White,pres,Academic Press,Ambitious Instruction,Student,17
2026,Unassigned,,NAN,,,Two or more,pres,Academic Press,Ambitious Instruction,Student,6
2026,Unassigned,,NAN,,,ELL,pres,Academic Press,Ambitious Instruction,Student,25
2026,Unassigned,,NAN,,,Non-ELL,pres,Academic Press,Ambitious Instruction,Student,38
2026,Unassigned,,NAN,,,FRL,pres,Academic Press,Ambitious Instruction,Student,33
2026,Unassigned,,NAN,,,Non-FRL,pres,Academic Press,Ambitious Instruction,Student,35
2026,Unassigned,,NAN,,,IEP,pres,Academic Press,Ambitious Instruction,Student,37
2026,Unassigned,,NAN,,,Non-IEP,pres,Academic Press,Ambitious Instruction,Student,34
2026,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,1,,All,pres,Academic Press,Ambitious Instruction,Student,15
2026,Unassigned,,NAN,,,Boys,pres,Academic Press,Ambitious Instruction,Student,13
2026,Unassigned,,NAN,,,Girls,pres,Academic Press,Ambitious Instruction,Student,18
2026,Unassigned,,NAN,,,4th Graders,pres,Academic Press,Ambitious Instruction,Student,6
2026,Unassigned,,NAN,,,5th Graders,pres,Academic Press,Ambitious Instruction,Student,40
2026,Unassigned,,NAN,,,6th Graders,pres,Academic Press,Ambitious Instruction,Student,4
2026,Unassigned,,NAN,,,7th Graders,pres,Academic Press,Ambitious Instruction,Student,12
2026,Unassigned,,NAN,,,8th Graders,pres,Academic Press,Ambitious Instruction,Student,10
2026,Unassigned,,NAN,,,Black/African Am,pres,Academic Press,Ambitious Instruction,Student,16
2026,Unassigned,,NAN,,,White,pres,Academic Press,Ambitious Instruction,Student,3
2026,Unassigned,,NAN,,,Two or more,pres,Academic Press,Ambitious Instruction,Student,44
2026,Unassigned,,NAN,,,Non-ELL,pres,Academic Press,Ambitious Instruction,Student,17
2026,Unassigned,,NAN,,,FRL,pres,Academic Press,Ambitious Instruction,Student,21
2026,Unassigned,,NAN,,,Non-FRL,pres,Academic Press,Ambitious Instruction,Student,8
2026,Unassigned,,NAN,,,IEP,pres,Academic Press,Ambitious Instruction,Student,13
2026,Unassigned,,NAN,,,Non-IEP,pres,Academic Press,Ambitious Instruction,Student,16
2026,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,8,,All,pres,Academic Press,Ambitious Instruction,Student,57
2026,Unassigned,,NAN,,,Boys,pres,Academic Press,Ambitious Instruction,Student,59
2026,Unassigned,,NAN,,,Girls,pres,Academic Press,Ambitious Instruction,Student,55
2026,Unassigned,,NAN,,,4th Graders,pres,Academic Press,Ambitious Instruction,Student,40
2026,Unassigned,,NAN,,,5th Graders,pres,Academic Press,Ambitious Instruction,Student,88
2026,Unassigned,,NAN,,,Black/African Am,pres,Academic Press,Ambitious Instruction,Student,60
2026,Unassigned,,NAN,,,Non-ELL,pres,Academic Press,Ambitious Instruction,Student,60
2026,Unassigned,,NAN,,,FRL,pres,Academic Press,Ambitious Instruction,Student,55
2026,Unassigned,,NAN,,,Non-FRL,pres,Academic Press,Ambitious Instruction,Student,69
2026,Unassigned,,NAN,,,Non-IEP,pres,Academic Press,Ambitious Instruction,Student,62
2026,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,2,,All,pres,Academic Press,Ambitious Instruction,Student,60
2026,Unassigned,,NAN,,,Boys,pres,Academic Press,Ambitious Instruction,Student,71
2026,Unassigned,,NAN,,,Girls,pres,Academic Press,Ambitious Instruction,Student,50
2026,Unassigned,,NAN,,,6th Graders,pres,Academic Press,Ambitious Instruction,Student,97
2026,Unassigned,,NAN,,,7th Graders,pres,Academic Press,Ambitious Instruction,Student,71
2026,Unassigned,,NAN,,,8th Graders,pres,Academic Press,Ambitious Instruction,Student,78
2026,Unassigned,,NAN,,,9th Graders,pres,Academic Press,Ambitious Instruction,Student,55
2026,Unassigned,,NAN,,,10th Graders,pres,Academic Press,Ambitious Instruction,Student,41
2026,Unassigned,,NAN,,,11th Graders,pres,Academic Press,Ambitious Instruction,Student,34
2026,Unassigned,,NAN,,,Black/African Am,pres,Academic Press,Ambitious Instruction,Student,62
2026,Unassigned,,NAN,,,Two or more,pres,Academic Press,Ambitious Instruction,Student,44
2026,Unassigned,,NAN,,,Non-ELL,pres,Academic Press,Ambitious Instruction,Student,60
2026,Unassigned,,NAN,,,FRL,pres,Academic Press,Ambitious Instruction,Student,61
2026,Unassigned,,NAN,,,Non-FRL,pres,Academic Press,Ambitious Instruction,Student,58
2026,Unassigned,,NAN,,,IEP,pres,Academic Press,Ambitious Instruction,Student,29
2026,Unassigned,,NAN,,,Non-IEP,pres,Academic Press,Ambitious Instruction,Student,65
2026,Unassigned,Horizon Science Academy - Denison,HORIZON SCIENCE ACADEMY DENISON,1,,All,pres,Academic Press,Ambitious Instruction,Student,36
2026,Unassigned,,NAN,,,Boys,pres,Academic Press,Ambitious Instruction,Student,30
2026,Unassigned,,NAN,,,Girls,pres,Academic Press,Ambitious Instruction,Student,43
2026,Unassigned,,NAN,,,4th Graders,pres,Academic Press,Ambitious Instruction,Student,48
2026,Unassigned,,NAN,,,6th Graders,pres,Academic Press,Ambitious Instruction,Student,35
2026,Unassigned,,NAN,,,7th Graders,pres,Academic Press,Ambitious Instruction,Student,42
2026,Unassigned,,NAN,,,8th Graders,pres,Academic Press,Ambitious Instruction,Student,22
2026,Unassigned,,NAN,,,Black/African Am,pres,Academic Press,Ambitious Instruction,Student,40
2026,Unassigned,,NAN,,,Latino,pres,Academic Press,Ambitious Instruction,Student,33
2026,Unassigned,,NAN,,,ELL,pres,Academic Press,Ambitious Instruction,Student,25
2026,Unassigned,,NAN,,,Non-ELL,pres,Academic Press,Ambitious Instruction,Student,39
2026,Unassigned,,NAN,,,FRL,pres,Academic Press,Ambitious Instruction,Student,37
2026,Unassigned,,NAN,,,Non-FRL,pres,Academic Press,Ambitious Instruction,Student,35
2026,Unassigned,,NAN,,,IEP,pres,Academic Press,Ambitious Instruction,Student,27
2026,Unassigned,,NAN,,,Non-IEP,pres,Academic Press,Ambitious Instruction,Student,38
2026,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,1,,All,pres,Academic Press,Ambitious Instruction,Student,26
2026,Unassigned,,NAN,,,Boys,pres,Academic Press,Ambitious Instruction,Student,29
2026,Unassigned,,NAN,,,Girls,pres,Academic Press,Ambitious Instruction,Student,23
2026,Unassigned,,NAN,,,4th Graders,pres,Academic Press,Ambitious Instruction,Student,42
2026,Unassigned,,NAN,,,6th Graders,pres,Academic Press,Ambitious Instruction,Student,24
2026,Unassigned,,NAN,,,7th Graders,pres,Academic Press,Ambitious Instruction,Student,27
2026,Unassigned,,NAN,,,8th Graders,pres,Academic Press,Ambitious Instruction,Student,22
2026,Unassigned,,NAN,,,9th Graders,pres,Academic Press,Ambitious Instruction,Student,21
2026,Unassigned,,NAN,,,10th Graders,pres,Academic Press,Ambitious Instruction,Student,30
2026,Unassigned,,NAN,,,11th Graders,pres,Academic Press,Ambitious Instruction,Student,20
2026,Unassigned,,NAN,,,12th Graders,pres,Academic Press,Ambitious Instruction,Student,45
2026,Unassigned,,NAN,,,Black/African Am,pres,Academic Press,Ambitious Instruction,Student,30
2026,Unassigned,,NAN,,,Latino,pres,Academic Press,Ambitious Instruction,Student,24
2026,Unassigned,,NAN,,,White,pres,Academic Press,Ambitious Instruction,Student,27
2026,Unassigned,,NAN,,,Two or more,pres,Academic Press,Ambitious Instruction,Student,20
2026,Unassigned,,NAN,,,ELL,pres,Academic Press,Ambitious Instruction,Student,6
2026,Unassigned,,NAN,,,Non-ELL,pres,Academic Press,Ambitious Instruction,Student,27
2026,Unassigned,,NAN,,,FRL,pres,Academic Press,Ambitious Instruction,Student,26
2026,Unassigned,,NAN,,,Non-FRL,pres,Academic Press,Ambitious Instruction,Student,25
2026,Unassigned,,NAN,,,IEP,pres,Academic Press,Ambitious Instruction,Student,26
2026,Unassigned,,NAN,,,Non-IEP,pres,Academic Press,Ambitious Instruction,Student,26
2026,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,1,,All,pres,Academic Press,Ambitious Instruction,Student,37
2026,Unassigned,,NAN,,,Boys,pres,Academic Press,Ambitious Instruction,Student,35
2026,Unassigned,,NAN,,,Girls,pres,Academic Press,Ambitious Instruction,Student,38
2026,Unassigned,,NAN,,,4th Graders,pres,Academic Press,Ambitious Instruction,Student,45
2026,Unassigned,,NAN,,,6th Graders,pres,Academic Press,Ambitious Instruction,Student,43
2026,Unassigned,,NAN,,,8th Graders,pres,Academic Press,Ambitious Instruction,Student,16
2026,Unassigned,,NAN,,,Black/African Am,pres,Academic Press,Ambitious Instruction,Student,37
2026,Unassigned,,NAN,,,White,pres,Academic Press,Ambitious Instruction,Student,41
2026,Unassigned,,NAN,,,Two or more,pres,Academic Press,Ambitious Instruction,Student,29
2026,Unassigned,,NAN,,,Non-ELL,pres,Academic Press,Ambitious Instruction,Student,37
2026,Unassigned,,NAN,,,FRL,pres,Academic Press,Ambitious Instruction,Student,39
2026,Unassigned,,NAN,,,Non-FRL,pres,Academic Press,Ambitious Instruction,Student,30
2026,Unassigned,,NAN,,,IEP,pres,Academic Press,Ambitious Instruction,Student,32
2026,Unassigned,,NAN,,,Non-IEP,pres,Academic Press,Ambitious Instruction,Student,37
2026,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,1,,All,pres,Academic Press,Ambitious Instruction,Student,27
2026,Unassigned,,NAN,,,Boys,pres,Academic Press,Ambitious Instruction,Student,25
2026,Unassigned,,NAN,,,Girls,pres,Academic Press,Ambitious Instruction,Student,28
2026,Unassigned,,NAN,,,5th Graders,pres,Academic Press,Ambitious Instruction,Student,48
2026,Unassigned,,NAN,,,6th Graders,pres,Academic Press,Ambitious Instruction,Student,33
2026,Unassigned,,NAN,,,7th Graders,pres,Academic Press,Ambitious Instruction,Student,43
2026,Unassigned,,NAN,,,8th Graders,pres,Academic Press,Ambitious Instruction,Student,24
2026,Unassigned,,NAN,,,9th Graders,pres,Academic Press,Ambitious Instruction,Student,8
2026,Unassigned,,NAN,,,10th Graders,pres,Academic Press,Ambitious Instruction,Student,0
2026,Unassigned,,NAN,,,11th Graders,pres,Academic Press,Ambitious Instruction,Student,35
2026,Unassigned,,NAN,,,Black/African Am,pres,Academic Press,Ambitious Instruction,Student,25
2026,Unassigned,,NAN,,,Latino,pres,Academic Press,Ambitious Instruction,Student,28
2026,Unassigned,,NAN,,,White,pres,Academic Press,Ambitious Instruction,Student,30
2026,Unassigned,,NAN,,,Two or more,pres,Academic Press,Ambitious Instruction,Student,24
2026,Unassigned,,NAN,,,Non-ELL,pres,Academic Press,Ambitious Instruction,Student,27
2026,Unassigned,,NAN,,,FRL,pres,Academic Press,Ambitious Instruction,Student,27
2026,Unassigned,,NAN,,,Non-FRL,pres,Academic Press,Ambitious Instruction,Student,26
2026,Unassigned,,NAN,,,IEP,pres,Academic Press,Ambitious Instruction,Student,34
2026,Unassigned,,NAN,,,Non-IEP,pres,Academic Press,Ambitious Instruction,Student,26
2026,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,1,,All,pres,Academic Press,Ambitious Instruction,Student,38
2026,Unassigned,,NAN,,,Boys,pres,Academic Press,Ambitious Instruction,Student,39
2026,Unassigned,,NAN,,,Girls,pres,Academic Press,Ambitious Instruction,Student,37
2026,Unassigned,,NAN,,,4th Graders,pres,Academic Press,Ambitious Instruction,Student,31
2026,Unassigned,,NAN,,,5th Graders,pres,Academic Press,Ambitious Instruction,Student,58
2026,Unassigned,,NAN,,,6th Graders,pres,Academic Press,Ambitious Instruction,Student,28
2026,Unassigned,,NAN,,,7th Graders,pres,Academic Press,Ambitious Instruction,Student,38
2026,Unassigned,,NAN,,,8th Graders,pres,Academic Press,Ambitious Instruction,Student,32
2026,Unassigned,,NAN,,,Black/African Am,pres,Academic Press,Ambitious Instruction,Student,43
2026,Unassigned,,NAN,,,Latino,pres,Academic Press,Ambitious Instruction,Student,23
2026,Unassigned,,NAN,,,Non-ELL,pres,Academic Press,Ambitious Instruction,Student,39
2026,Unassigned,,NAN,,,FRL,pres,Academic Press,Ambitious Instruction,Student,41
2026,Unassigned,,NAN,,,Non-FRL,pres,Academic Press,Ambitious Instruction,Student,27
2026,Unassigned,,NAN,,,IEP,pres,Academic Press,Ambitious Instruction,Student,16
2026,Unassigned,,NAN,,,Non-IEP,pres,Academic Press,Ambitious Instruction,Student,41
2026,NO,Noble Academy Euclid,NOBLE ACADEMY EUCLID,1,,All,pres,Academic Press,Ambitious Instruction,Student,35
2026,Unassigned,,NAN,,,Boys,pres,Academic Press,Ambitious Instruction,Student,36
2026,Unassigned,,NAN,,,Girls,pres,Academic Press,Ambitious Instruction,Student,34
2026,Unassigned,,NAN,,,4th Graders,pres,Academic Press,Ambitious Instruction,Student,47
2026,Unassigned,,NAN,,,5th Graders,pres,Academic Press,Ambitious Instruction,Student,45
2026,Unassigned,,NAN,,,6th Graders,pres,Academic Press,Ambitious Instruction,Student,14
2026,Unassigned,,NAN,,,7th Graders,pres,Academic Press,Ambitious Instruction,Student,59
2026,Unassigned,,NAN,,,8th Graders,pres,Academic Press,Ambitious Instruction,Student,8
2026,Unassigned,,NAN,,,Black/African Am,pres,Academic Press,Ambitious Instruction,Student,32
2026,Unassigned,,NAN,,,Non-ELL,pres,Academic Press,Ambitious Instruction,Student,35
2026,Unassigned,,NAN,,,FRL,pres,Academic Press,Ambitious Instruction,Student,27
2026,Unassigned,,NAN,,,Non-FRL,pres,Academic Press,Ambitious Instruction,Student,49
2026,Unassigned,,NAN,,,IEP,pres,Academic Press,Ambitious Instruction,Student,32
2026,Unassigned,,NAN,,,Non-IEP,pres,Academic Press,Ambitious Instruction,Student,35
2026,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,1,,All,pres,Academic Press,Ambitious Instruction,Student,49
2026,Unassigned,,NAN,,,Boys,pres,Academic Press,Ambitious Instruction,Student,46
2026,Unassigned,,NAN,,,Girls,pres,Academic Press,Ambitious Instruction,Student,51
2026,Unassigned,,NAN,,,4th Graders,pres,Academic Press,Ambitious Instruction,Student,39
2026,Unassigned,,NAN,,,5th Graders,pres,Academic Press,Ambitious Instruction,Student,38
2026,Unassigned,,NAN,,,6th Graders,pres,Academic Press,Ambitious Instruction,Student,54
2026,Unassigned,,NAN,,,7th Graders,pres,Academic Press,Ambitious Instruction,Student,56
2026,Unassigned,,NAN,,,8th Graders,pres,Academic Press,Ambitious Instruction,Student,58
2026,Unassigned,,NAN,,,Black/African Am,pres,Academic Press,Ambitious Instruction,Student,52
2026,Unassigned,,NAN,,,Latino,pres,Academic Press,Ambitious Instruction,Student,37
2026,Unassigned,,NAN,,,White,pres,Academic Press,Ambitious Instruction,Student,46
2026,Unassigned,,NAN,,,Two or more,pres,Academic Press,Ambitious Instruction,Student,60
2026,Unassigned,,NAN,,,ELL,pres,Academic Press,Ambitious Instruction,Student,53
2026,Unassigned,,NAN,,,Non-ELL,pres,Academic Press,Ambitious Instruction,Student,47
2026,Unassigned,,NAN,,,FRL,pres,Academic Press,Ambitious Instruction,Student,47
2026,Unassigned,,NAN,,,Non-FRL,pres,Academic Press,Ambitious Instruction,Student,51
2026,Unassigned,,NAN,,,IEP,pres,Academic Press,Ambitious Instruction,Student,45
2026,Unassigned,,NAN,,,Non-IEP,pres,Academic Press,Ambitious Instruction,Student,49
2026,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,2,,All,pres,Academic Press,Ambitious Instruction,Student,35
2026,Unassigned,,NAN,,,Boys,pres,Academic Press,Ambitious Instruction,Student,28
2026,Unassigned,,NAN,,,Girls,pres,Academic Press,Ambitious Instruction,Student,44
2026,Unassigned,,NAN,,,9th Graders,pres,Academic Press,Ambitious Instruction,Student,35
2026,Unassigned,,NAN,,,10th Graders,pres,Academic Press,Ambitious Instruction,Student,25
2026,Unassigned,,NAN,,,11th Graders,pres,Academic Press,Ambitious Instruction,Student,38
2026,Unassigned,,NAN,,,12th Graders,pres,Academic Press,Ambitious Instruction,Student,61
2026,Unassigned,,NAN,,,Asian,pres,Academic Press,Ambitious Instruction,Student,58
2026,Unassigned,,NAN,,,Black/African Am,pres,Academic Press,Ambitious Instruction,Student,39
2026,Unassigned,,NAN,,,Latino,pres,Academic Press,Ambitious Instruction,Student,21
2026,Unassigned,,NAN,,,White,pres,Academic Press,Ambitious Instruction,Student,33
2026,Unassigned,,NAN,,,Two or more,pres,Academic Press,Ambitious Instruction,Student,37
2026,Unassigned,,NAN,,,ELL,pres,Academic Press,Ambitious Instruction,Student,37
2026,Unassigned,,NAN,,,Non-ELL,pres,Academic Press,Ambitious Instruction,Student,35
2026,Unassigned,,NAN,,,FRL,pres,Academic Press,Ambitious Instruction,Student,35
2026,Unassigned,,NAN,,,Non-FRL,pres,Academic Press,Ambitious Instruction,Student,35
